zi,Preinitial1,Preinitial 2,Initial,Medial,Nucleus,Final,Postcoda *-ʔ,Postcoda *-s,,Source,,
程, ,,l,r ,e ,ŋ , ,,,B&SOC2015-10-13,,
呈, ,,l,r ,e ,ŋ , ,,,B&SOC2015-10-13,,
承,m- ,,t, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
丞,m- ,,t, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
成, ,,d, ,e ,ŋ , ,,,B&SOC2015-10-13,,
城, ,,d, ,e ,ŋ , ,,,B&SOC2015-10-13,,
誠, ,,d, ,e ,ŋ , ,,,B&SOC2015-10-13,,
盛, ,,d, ,e ,ŋ , ,,,B&SOC2015-10-13,,
成,m- ,,d, ,e ,ŋ , ,,,B&SOC2015-10-13,,
乘,Cə- ,,l, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
塍,m- ,,l, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
逞, ,,l,̥r ,e ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
騁, ,,r,̥ ,e ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
稱,mə- ,,tʰ, ,ə ,ŋ ,,s ,,B&SOC2015-10-13,,
絺, ,,qʰ,r ,ə,j , ,,,B&SOC2015-10-13,,
离, ,,r,̥ ,a,j , ,,,B&SOC2015-10-13,,
魑, ,,r,̥ ,a,j , ,,,B&SOC2015-10-13,,
螭, ,,r,̥ ,a,j , ,,,B&SOC2015-10-13,,
鴟, ,,tʰ, ,i,j , ,,,B&SOC2015-10-13,,
治,C- ,,l,r ,ə , , ,,,B&SOC2015-10-13,,
持, ,,d,r ,ə , , ,,,B&SOC2015-10-13,,
蚳, ,,d,r ,i,j , ,,,B&SOC2015-10-13,,
坻, ,,d,r ,i,j , ,,,B&SOC2015-10-13,,
遟, ,,l,r ,ə,j , ,,,B&SOC2015-10-13,,
遲, ,,l,r ,ə,j , ,,,B&SOC2015-10-13,,
池,Cə- ,,l,r ,a,j , ,,,B&SOC2015-10-13,,
踟, ,,d,r ,e , , ,,,B&SOC2015-10-13,,
馳, ,,l,r ,a,j , ,,,B&SOC2015-10-13,,
篪, ,,l,r ,e , , ,,,B&SOC2015-10-13,,
弛, ,,l,̥ ,a,j ,ʔ ,,,B&SOC2015-10-13,,
恥,,,n,̥r ,ə , ,ʔ ,,,B&SOC2015-10-13,,
齒,t- ,,kʰ, ,ə ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
哆,t- ,,l,̥ ,A,j ,ʔ ,,,B&SOC2015-10-13,,
哆,t- ,,l,̥ ,a,j ,ʔ ,,,B&SOC2015-10-13,,
侈,t- ,,l,̥ ,a,j ,ʔ ,,,B&SOC2015-10-13,,
尺, ,,tʰ, ,A ,k , ,,,B&SOC2015-10-13,,
翅,s- ,,kʰ, ,e , ,,s ,,B&SOC2015-10-13,,
勅,m-,,r,̥ ,ə ,k ,,,,B&SOC2015-10-13,,
熾, ,,tʰ, ,ə ,k ,,s ,,B&SOC2015-10-13,,
赤,t- ,,qʰ,r ,A ,k , ,,,B&SOC2015-10-13,,
㡿,t- ,,qʰ, ,A ,k , ,,,B&SOC2015-10-13,,
斥, ,,tʰ, ,A ,k , ,,,B&SOC2015-10-13,,
厈, ,,tʰ, ,A ,k , ,,,B&SOC2015-10-13,,
沖, ,,d,r ,u ,ŋ , ,,,B&SOC2015-10-13,,
舂,s- ,,t, ,o ,ŋ , ,,,B&SOC2015-10-13,,
憃,s- ,,t, ,o ,ŋ , ,,,B&SOC2015-10-13,,
憃, ,,qʰˤ,r ,o ,ŋ , ,,,B&SOC2015-10-13,,
忡, ,,tʰ,r ,u ,ŋ , ,,,B&SOC2015-10-13,,
衝, ,,tʰ, ,o ,ŋ , ,,,B&SOC2015-10-13,,
充, ,,tʰ, ,u ,ŋ , ,,,B&SOC2015-10-13,,
重,m- ,,t,r ,o ,ŋ , ,,,B&SOC2015-10-13,,
蟲,C- ,,l,r ,u ,ŋ , ,,,B&SOC2015-10-13,,
崇, ,,dz,r ,u ,ŋ , ,,,B&SOC2015-10-13,,
寵, ,,r,̥ ,o ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
抽, ,,l,̥r ,u , , ,,,B&SOC2015-10-13,,
瘳, ,,r,̥ ,̥i,w , ,,,B&SOC2015-10-13,,
稠, ,,d,r ,i,w , ,,,B&SOC2015-10-13,,
綢, ,,d,r ,i,w , ,,,B&SOC2015-10-13,,
𠃬, ,,d,r ,u , , ,,,B&SOC2015-10-13,,
𢏚, ,,d,r ,u , , ,,,B&SOC2015-10-13,,
疇, ,,d,r ,u , , ,,,B&SOC2015-10-13,,
疇, ,,d,r ,u , , ,,,B&SOC2015-10-13,,
愁, ,,dz,r ,i,w , ,,,B&SOC2015-10-13,,
讎, ,,d, ,u , , ,,,B&SOC2015-10-13,,
丑,,,n,̥r ,u , ,ʔ ,,,B&SOC2015-10-13,,
杻,,,n,̥r ,u , ,ʔ ,,,B&SOC2015-10-13,,
杽,,,n,̥r ,u , ,ʔ ,,,B&SOC2015-10-13,,
醜,t- ,,qʰ, ,u , ,ʔ ,,,B&SOC2015-10-13,,
醜,t- ,,qʰ, ,u , ,ʔ ,,,B&SOC2015-10-13,,
臭,t- ,,qʰ, ,u , ,ʔ,s ,,B&SOC2015-10-13,,
臭, ,,qʰ, ,u , ,ʔ,s ,,B&SOC2015-10-13,,
初, ,,tsʰ,r ,a , , ,,,B&SOC2015-10-13,,
出,t- ,,kʰ, ,u ,t , ,,,B&SOC2015-10-13,,
除, ,,l,r ,a , , ,,,B&SOC2015-10-13,,
廚, ,,d,r ,o , , ,,,B&SOC2015-10-13,,
躕, ,,d,r ,o , , ,,,B&SOC2015-10-13,,
鉏,s- ,,l,r ,a , , ,,,B&SOC2015-10-13,,
鋤,s- ,,l,r ,a , , ,,,B&SOC2015-10-13,,
鋤,s- ,,l,r ,a , , ,,,B&SOC2015-10-13,,
芻, ,,tsʰ,r ,o , , ,,,B&SOC2015-10-13,,
楚,s-,,r,̥ ,a , ,ʔ ,,,B&SOC2015-10-13,,
楚,s-,,r,̥ ,a , ,ʔ ,,,B&SOC2015-10-13,,
楚,s-,,r,̥ ,a , ,ʔ ,,,B&SOC2015-10-13,,
處,t- ,,qʰ, ,a , ,ʔ ,,,B&SOC2015-10-13,,
杵,t- ,,qʰ, ,a , ,ʔ ,,,B&SOC2015-10-13,,
豖, ,,tʰ,r ,o ,k , ,,,B&SOC2015-10-13,,
畜, ,,qʰ,r ,u ,k ,,s ,,B&SOC2015-10-13,,
畜, ,,qʰ,r ,u ,k , ,,,B&SOC2015-10-13,,
稸, ,,qʰ,r ,u ,k , ,,,B&SOC2015-10-13,,
滀, ,,qʰ,r ,u ,k , ,,,B&SOC2015-10-13,,
黜,t- ,,kʰ,r ,u ,t , ,,,B&SOC2015-10-13,,
處,t- ,,qʰ, ,a , ,ʔ,s ,,B&SOC2015-10-13,,
觸, ,,tʰ, ,o ,k , ,,,B&SOC2015-10-13,,
俶, ,,tʰ, ,u ,k , ,,,B&SOC2015-10-13,,
揣,s- ,,tʰ,r ,o ,r ,ʔ ,,,B&SOC2015-10-13,,
嘬, ,,tsʰˤ,r ,o ,t ,,s ,,B&SOC2015-10-13,,
嘬, ,,tsʰˤ,r ,o ,t ,,s ,,B&SOC2015-10-13,,
巛,t- ,,l,̥ ,u ,n , ,,,B&SOC2015-10-13,,
川,t- ,,l,̥ ,u ,n , ,,,B&SOC2015-10-13,,
穿, ,,tʰ, ,o ,n , ,,,B&SOC2015-10-13,,
椽, ,,l,r ,o ,n , ,,,B&SOC2015-10-13,,
傳,m- ,,t,r ,o ,n , ,,,B&SOC2015-10-13,,
輲, ,,d, ,o ,r , ,,,B&SOC2015-10-13,,
船,Cə- ,,l, ,o ,n , ,,,B&SOC2015-10-13,,
舛, ,,tʰ, ,o ,n ,ʔ ,,,B&SOC2015-10-13,,
喘, ,,tʰ, ,o ,r ,ʔ ,,,B&SOC2015-10-13,,
窻,s- ,,lˤ,r ,o ,ŋ , ,,,B&SOC2015-10-13,,
窗,s- ,,lˤ,r ,o ,ŋ , ,,,B&SOC2015-10-13,,
䆫,s- ,,lˤ,r ,o ,ŋ , ,,,B&SOC2015-10-13,,
創, ,,tsʰ,r ,a ,ŋ , ,,,B&SOC2015-10-13,,
瘡, ,,tsʰ,r ,a ,ŋ , ,,,B&SOC2015-10-13,,
撞,N- ,,tˤ,r ,o ,ŋ , ,,,B&SOC2015-10-13,,
幢, ,,dˤ,r ,o ,ŋ , ,,,B&SOC2015-10-13,,
牀,k- ,,dz,r ,a ,ŋ , ,,,B&SOC2015-10-13,,
創, ,,tsʰ,r ,a ,ŋ ,,s ,,B&SOC2015-10-13,,
吹, ,,tʰ, ,o ,r , ,,,B&SOC2015-10-13,,
錘,m- ,,t,r ,o,j , ,,,B&SOC2015-10-13,,
椎,k- ,,d,r ,u,j , ,,,B&SOC2015-10-13,,
垂, ,,d, ,o,j , ,,,B&SOC2015-10-13,,
捶, ,,t, ,o,j ,ʔ ,,,B&SOC2015-10-13,,
吹, ,,tʰ, ,o ,r ,,s ,,B&SOC2015-10-13,,
出,t- ,,kʰ, ,u ,t ,,s ,,B&SOC2015-10-13,,
䡅, ,,l,̥r ,u ,n , ,,,B&SOC2015-10-13,,
輴, ,,l,̥r ,u ,n , ,,,B&SOC2015-10-13,,
春, ,,tʰ, ,u ,n , ,,,B&SOC2015-10-13,,
純, ,,d, ,u ,n , ,,,B&SOC2015-10-13,,
純, ,,d, ,u ,n , ,,,B&SOC2015-10-13,,
淳, ,,d, ,u ,r , ,,,B&SOC2015-10-13,,
淳, ,,d, ,u ,r , ,,,B&SOC2015-10-13,,
淳, ,,d, ,u ,r , ,,,B&SOC2015-10-13,,
鶉, ,,d, ,u ,r , ,,,B&SOC2015-10-13,,
脣,sə- ,,d, ,u ,r , ,,,B&SOC2015-10-13,,
漘,sə- ,,d, ,u ,r , ,,,B&SOC2015-10-13,,
躇, ,,tʰ,r ,a ,k , ,,,B&SOC2015-10-13,,
綴, ,,t,r ,o ,t , ,,,B&SOC2015-10-13,,
輟, ,,t,r ,o ,t , ,,,B&SOC2015-10-13,,
錣, ,,tˤ,r ,o ,t , ,,,B&SOC2015-10-13,,
綽, ,,tʰ, ,a,wk , ,,,B&SOC2015-10-13,,
啜, ,,tʰ, ,o ,t , ,,,B&SOC2015-10-13,,
歠, ,,tʰ, ,o ,t , ,,,B&SOC2015-10-13,,
差, ,,tsʰ,r ,a,j , ,,,B&SOC2015-10-13,,
慈,N-,,ts, ,ə , , ,,,B&SOC2015-10-13,,
餈, ,,dz, ,i,j , ,,,B&SOC2015-10-13,,
辭,sə-,,l, ,ə , , ,,,B&SOC2015-10-13,,
祠,sə-,,l, ,ə , , ,,,B&SOC2015-10-13,,
詞,sə-,,l, ,ə , , ,,,B&SOC2015-10-13,,
此, ,,tsʰ, ,e,j ,ʔ ,,,B&SOC2015-10-13,,
泚, ,,tsʰ, ,e,j ,ʔ ,,,B&SOC2015-10-13,,
賜,s- ,,l, ,e ,k ,,s ,,B&SOC2015-10-13,,
次,s-,,n,̥ ,̥i,j ,,s ,,B&SOC2015-10-13,,
次,s-,,n,̥ ,̥i,j ,,s ,,B&SOC2015-10-13,,
朿, ,,tsʰ, ,e ,k ,,s ,,B&SOC2015-10-13,,
刺, ,,tsʰ, ,e ,k ,,s ,,B&SOC2015-10-13,,
刺, ,,tsʰ, ,e ,k , ,,,B&SOC2015-10-13,,
蔥, ,,tsʰˤ, ,o ,ŋ , ,,,B&SOC2015-10-13,,
聰,s- ,,lˤ, ,o ,ŋ , ,,,B&SOC2015-10-13,,
從, ,,dz, ,o ,ŋ , ,,,B&SOC2015-10-13,,
叢, ,,dzˤ, ,o ,ŋ , ,,,B&SOC2015-10-13,,
取,,,tsʰˤ, ,o , ,ʔ ,,,B&SOC2015-10-13,,
粗,Nə-,s-,rˤ, ,a , ,,,,B&SOC2015-10-13,,
徂,,,dzˤ, ,a , , ,,,B&SOC2015-10-13,,
趣, ,,tsʰ, ,o ,k , ,,,B&SOC2015-10-13,,
竄, ,,tsʰˤ, ,o ,n ,,s ,,B&SOC2015-10-13,,
崔, ,,dzˤ, ,u,j , ,,,B&SOC2015-10-13,,
衰,s-,,rˤ,r ,u,̥j ,,,,B&SOC2015-10-13,,
催,s- ,,tʰˤ, ,u,j , ,,,B&SOC2015-10-13,,
縗,s-,,rˤ, ,u,j ,,,,B&SOC2015-10-13,,
衰, ,,tsʰ,r ,o,j , ,,,B&SOC2015-10-13,,
萃, ,,dz, ,u ,p ,,s ,,B&SOC2015-10-13,,
脃, ,,tsʰ, ,o ,t ,,s ,,B&SOC2015-10-13,,
脆, ,,tsʰ, ,o ,t ,,s ,,B&SOC2015-10-13,,
毳, ,,tsʰ, ,o ,p ,,s ,,B&SOC2015-10-13,,
䄟, ,,tsʰ, ,o ,p ,,s ,,B&SOC2015-10-13,,
膬, ,,tsʰ, ,o ,t , ,,,B&SOC2015-10-13,,
倅, ,,tsʰˤ, ,u ,t ,,s ,,B&SOC2015-10-13,,
啐, ,,tsʰˤ, ,u ,t ,,s ,,B&SOC2015-10-13,,
淬, ,,tsʰˤ, ,u ,t ,,s ,,B&SOC2015-10-13,,
焠, ,,tsʰˤ, ,u ,t ,,s ,,B&SOC2015-10-13,,
㯔, ,,tsʰ,r ,o ,p ,,s ,,B&SOC2015-10-13,,
毳, ,,tsʰ,r ,o ,p ,,s ,,B&SOC2015-10-13,,
存, ,,dzˤ, ,ə ,n , ,,,B&SOC2015-10-13,,
刌, ,,tsʰˤ, ,u ,n ,ʔ ,,,B&SOC2015-10-13,,
忖, ,,tsʰˤ, ,u ,n ,ʔ ,,,B&SOC2015-10-13,,
寸, ,,tsʰˤ, ,u ,n ,,s ,,B&SOC2015-10-13,,
差, ,,tsʰˤ, ,a,j , ,,,B&SOC2015-10-13,,
磋, ,,tsʰˤ, ,a,j , ,,,B&SOC2015-10-13,,
撮, ,,tsʰˤ, ,o ,t , ,,,B&SOC2015-10-13,,
鹺,N- ,,tsˤ, ,a,j , ,,,B&SOC2015-10-13,,
瑳, ,,tsʰˤ, ,a ,r ,ʔ ,,,B&SOC2015-10-13,,
脞, ,,tsʰˤ, ,o,j ,ʔ ,,,B&SOC2015-10-13,,
錯, ,,tsʰˤ, ,a ,k , ,,,B&SOC2015-10-13,,
措, ,,tsʰˤ, ,a ,k ,,s ,,B&SOC2015-10-13,,
剉, ,,tsʰˤ, ,o,j ,,s ,,B&SOC2015-10-13,,
達, ,,lˤ, ,a ,t , ,,,B&SOC2015-10-13,,
怛, ,,tˤ, ,a ,t , ,,,B&SOC2015-10-13,,
答, ,,tˤ, ,u ,p , ,,,B&SOC2015-10-13,,
荅, ,,tˤ, ,ə ,p , ,,,B&SOC2015-10-13,,
大, ,,lˤ, ,a ,t ,,s ,,B&SOC2015-10-13,,
大, ,,lˤ, ,a ,t ,,s ,,B&SOC2015-10-13,,
汰, ,,lˤ, ,a ,t ,,s ,,B&SOC2015-10-13,,
待,,,dˤ, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
詒,,,lˤ, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
怠,,,lˤ, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
殆,,,lˤ, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
迨,,,lˤ, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
𨽿,,,lˤ, ,ə , ,ʔ ,,,B&SOC2015-10-13,,
袋,Cə- ,,lˤ, ,ə ,k ,,s ,,B&SOC2015-10-13,,
代, ,,lˤ, ,ə ,k ,,s ,,B&SOC2015-10-13,,
隶,m- ,,rˤ, ,ə ,p ,,s ,,B&SOC2015-10-13,,
逮,m- ,,rˤ, ,ə ,p ,,s ,,B&SOC2015-10-13,,
帶,C- ,,tˤ, ,a ,t ,,s ,,B&SOC2015-10-13,,
貸, ,,lˤ, ,ə ,k ,,s ,,B&SOC2015-10-13,,
戴,Cə- ,,tˤ, ,ə ,k ,,s ,,B&SOC2015-10-13,,
儋,mə- ,,tˤ, ,a ,m , ,,,B&SOC2015-10-13,,
擔,mə- ,,tˤ, ,a ,m , ,,,B&SOC2015-10-13,,
單,Cə- ,,tˤ, ,a ,r , ,,,B&SOC2015-10-13,,
鄲, ,,tˤ, ,a ,r , ,,,B&SOC2015-10-13,,
丹, ,,tˤ, ,a ,n , ,,,B&SOC2015-10-13,,
耽,t- ,,qˤ, ,ə ,m , ,,,B&SOC2015-10-13,,
膽, ,,tˤ, ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
癉, ,,tˤ, ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
𤺺, ,,tˤ, ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
亶, ,,tˤ, ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
淡, ,,lˤ, ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
憺, ,,lˤ, ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
澹, ,,lˤ, ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
啖,m- ,,rˤ, ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
啗,m- ,,rˤ, ,a ,m ,ʔ ,,,B&SOC2015-10-13,,
啗,m- ,,rˤ, ,a ,m ,ʔ,s ,,B&SOC2015-10-13,,
但, ,,dˤ, ,a ,n ,ʔ ,,,B&SOC2015-10-13,,
彈, ,,dˤ, ,a ,r ,,s ,,B&SOC2015-10-13,,
禫,m- ,,rˤ, ,u ,m ,ʔ ,,,B&SOC2015-10-13,,
窞, ,,rˤ, ,o ,m ,ʔ ,,,B&SOC2015-10-13,,
萏, ,,rˤ, ,o ,m ,ʔ ,,,B&SOC2015-10-13,,
擔, ,,tˤ, ,a ,m , ,,,B&SOC2015-10-13,,
擔,mə- ,,tˤ, ,a ,m ,,s ,,B&SOC2015-10-13,,
旦, ,,tˤ, ,a ,n ,,s ,,B&SOC2015-10-13,,
當, ,,tˤ, ,a ,ŋ , ,,,B&SOC2015-10-13,,
黨, ,,tˤ, ,a ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
蕩,N- ,,rˤ, ,a ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
愓, ,,lˤ, ,a ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
碭, ,,lˤ, ,a ,ŋ ,,s ,,B&SOC2015-10-13,,
蕩, ,,lˤ, ,a ,ŋ ,,s ,,B&SOC2015-10-13,,
當, ,,tˤ, ,a ,ŋ ,,s ,,B&SOC2015-10-13,,
刀,C- ,,tˤ, ,a,w , ,,,B&SOC2015-10-13,,
道, ,,lˤ, ,u , ,ʔ,s ,,B&SOC2015-10-13,,
導, ,,lˤ, ,u , ,ʔ,s ,,B&SOC2015-10-13,,
禱, ,,tˤ, ,u , ,ʔ ,,,B&SOC2015-10-13,,
倒, ,,tˤ, ,a,w ,ʔ ,,,B&SOC2015-10-13,,
擣, ,,tˤ, ,u , ,ʔ ,,,B&SOC2015-10-13,,
島, ,,tˤ, ,u , ,ʔ ,,,B&SOC2015-10-13,,
道,kə- ,,lˤ, ,u , ,ʔ ,,,B&SOC2015-10-13,,
稻, ,,lˤ, ,u , ,ʔ ,,,B&SOC2015-10-13,,
盜, ,,dˤ, ,a,wk ,,s ,,B&SOC2015-10-13,,
悼, ,,dˤ, ,a,wk ,,s ,,B&SOC2015-10-13,,
纛, ,,dˤ, ,u ,k ,,s ,,B&SOC2015-10-13,,
到, ,,tˤ, ,a,wk ,,s ,,B&SOC2015-10-13,,
倒, ,,tˤ, ,a,w ,ʔ,s ,,B&SOC2015-10-13,,
得, ,,tˤ, ,ə ,k , ,,,B&SOC2015-10-13,,
德, ,,tˤ, ,ə ,k , ,,,B&SOC2015-10-13,,
登,k- ,,tˤ, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
鐙,k- ,,tˤ, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
燈,k- ,,tˤ, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
豋, ,,tˤ, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
登, ,,tˤ, ,ə ,ŋ , ,,,B&SOC2015-10-13,,
等, ,,tˤ, ,ə ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
氐, ,,tˤ, ,i,j , ,,,B&SOC2015-10-13,,
敵, ,,dˤ, ,e ,k , ,,,B&SOC2015-10-13,,
狄, ,,lˤ, ,e ,k , ,,,B&SOC2015-10-13,,
翟, ,,lˤ, ,e,wk , ,,,B&SOC2015-10-13,,
糴, ,,lˤ, ,e,wk , ,,,B&SOC2015-10-13,,
篴, ,,lˤ, ,i,wk , ,,,B&SOC2015-10-13,,
滌, ,,lˤ, ,i,wk , ,,,B&SOC2015-10-13,,
嫡, ,,tˤ, ,e ,k , ,,,B&SOC2015-10-13,,
蹢, ,,tˤ, ,e ,k , ,,,B&SOC2015-10-13,,
氐, ,,tˤ, ,i,j ,ʔ ,,,B&SOC2015-10-13,,
底, ,,tˤ, ,i,j ,ʔ ,,,B&SOC2015-10-13,,
抵, ,,tˤ, ,i,j ,ʔ ,,,B&SOC2015-10-13,,
遞, ,,lˤ, ,e , ,ʔ ,,,B&SOC2015-10-13,,
弟, ,,lˤ, ,ə,j ,ʔ ,,,B&SOC2015-10-13,,
娣, ,,lˤ, ,ə,j ,ʔ ,,,B&SOC2015-10-13,,
棣,N- ,,rˤ, ,ə ,p ,,s ,,B&SOC2015-10-13,,
折, ,,dˤ, ,e ,t ,,s ,,B&SOC2015-10-13,,
杕, ,,dˤ, ,e ,t ,,s ,,B&SOC2015-10-13,,
軑, ,,lˤ, ,e ,t ,,s ,,B&SOC2015-10-13,,
第, ,,lˤ, ,ə,j ,ʔ,s ,,B&SOC2015-10-13,,
睇, ,,lˤ, ,ə,j ,,s ,,B&SOC2015-10-13,,
地, ,,lˤ, ,e,j ,,s ,,B&SOC2015-10-13,,
帝, ,,tˤ, ,e ,k ,,s ,,B&SOC2015-10-13,,
的,t- ,,lˤ, ,e,wk , ,,,B&SOC2015-10-13,,
顛, ,,tˤ, ,i ,n , ,,,B&SOC2015-10-13,,
㓠, ,,tˤ, ,e ,m ,ʔ ,,,B&SOC2015-10-13,,
點, ,,tˤ, ,e ,m ,ʔ ,,,B&SOC2015-10-13,,
典, ,,tˤ, ,ə ,r ,ʔ ,,,B&SOC2015-10-13,,
簟, ,,lˤ, ,i ,m ,ʔ ,,,B&SOC2015-10-13,,
驔, ,,lˤ, ,i ,m ,ʔ ,,,B&SOC2015-10-13,,
奠,N- ,,tˤ, ,e ,n ,,s ,,B&SOC2015-10-13,,
殿,N- ,,tˤ, ,ə ,n ,,s ,,B&SOC2015-10-13,,
電, ,,lˤ, ,i ,n ,,s ,,B&SOC2015-10-13,,
佃, ,,lˤ, ,i ,ŋ ,,s ,,B&SOC2015-10-13,,
畋, ,,lˤ, ,i ,ŋ ,,s ,,B&SOC2015-10-13,,
甸, ,,lˤ, ,i ,ŋ ,,s ,,B&SOC2015-10-13,,
奠,m- ,,tˤ, ,e ,n ,,s ,,B&SOC2015-10-13,,
玷, ,,tˤ, ,e ,m ,ʔ ,,,B&SOC2015-10-13,,
墊, ,,tˤ, ,i ,m ,,s ,,B&SOC2015-10-13,,
店, ,,tˤ, ,e ,m ,,s ,,B&SOC2015-10-13,,
玷, ,,tˤ, ,e ,m ,ʔ,s ,,B&SOC2015-10-13,,
㓠, ,,tˤ, ,e ,m ,ʔ,s ,,B&SOC2015-10-13,,
殿, ,,tˤ, ,ə ,n ,,s ,,B&SOC2015-10-13,,
殿, ,,tˤ, ,ə ,n ,,s ,,B&SOC2015-10-13,,
凋, ,,tˤ, ,i,w , ,,,B&SOC2015-10-13,,
彫, ,,tˤ, ,i,w , ,,,B&SOC2015-10-13,,
雕, ,,tˤ, ,i,w , ,,,B&SOC2015-10-13,,
弔, ,,tˤ, ,i,wk , ,,,B&SOC2015-10-13,,
釣, ,,tˤ, ,e,wk ,,s ,,B&SOC2015-10-13,,
弔, ,,tˤ, ,e,wk ,,s ,,B&SOC2015-10-13,,
跌, ,,lˤ, ,i ,t , ,,,B&SOC2015-10-13,,
疊, ,,lˤ, ,i ,p , ,,,B&SOC2015-10-13,,
蝶, ,,lˤ, ,e ,p , ,,,B&SOC2015-10-13,,
墆, ,,dˤ, ,e ,t , ,,,B&SOC2015-10-13,,
垤, ,,dˤ, ,i ,t , ,,,B&SOC2015-10-13,,
迭, ,,lˤ, ,i ,t , ,,,B&SOC2015-10-13,,
墊, ,,tˤ, ,i ,p , ,,,B&SOC2015-10-13,,
釘, ,,tˤ, ,e ,ŋ , ,,,B&SOC2015-10-13,,
丁, ,,tˤ, ,e ,ŋ , ,,,B&SOC2015-10-13,,
丁, ,,tˤ, ,e ,ŋ , ,,,B&SOC2015-10-13,,
頂, ,,tˤ, ,e ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
鼎, ,,tˤ, ,e ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
定,N- ,,tˤ, ,e ,ŋ ,,s ,,B&SOC2015-10-13,,
定,m- ,,tˤ, ,e ,ŋ ,,s ,,B&SOC2015-10-13,,
釘, ,,tˤ, ,e ,ŋ ,,s ,,B&SOC2015-10-13,,
定, ,,tˤ, ,e ,ŋ ,,s ,,B&SOC2015-10-13,,
冬, ,,tˤ, ,u ,ŋ , ,,,B&SOC2015-10-13,,
東, ,,tˤ, ,o ,ŋ , ,,,B&SOC2015-10-13,,
動,Cə-,m- ,tˤ, ,o ,ŋ ,ʔ ,,,B&SOC2015-10-13,,
凍, ,,tˤ, ,o ,ŋ ,,s ,,B&SOC2015-10-13,,
兜, ,,tˤ, ,o , , ,,,B&SOC2015-10-13,,
斗, ,,tˤ, ,o , ,ʔ ,,,B&SOC2015-10-13,,
豆,N- ,,tˤ, ,o , ,,s ,,B&SOC2015-10-13,,
豆, ,,dˤ, ,o ,k ,,s ,,B&SOC2015-10-13,,
脰,kə- ,,dˤ, ,o ,k ,,s ,,B&SOC2015-10-13,,
竇, ,,lˤ, ,o ,k ,,s ,,B&SOC2015-10-13,,
鬥, ,,tˤ, ,o ,k ,,s ,,B&SOC2015-10-13,,
鬭, ,,tˤ, ,o ,k ,,s ,,B&SOC2015-10-13,,
都, ,,tˤ, ,a , , ,,,B&SOC2015-10-13,,
毒, ,,dˤ, ,u ,k , ,,,B&SOC2015-10-13,,
纛, ,,dˤ, ,u ,k , ,,,B&SOC2015-10-13,,
毒,m- ,,dˤ, ,u ,k ,,s ,,B&SOC2015-10-13,,
讀,C- ,,lˤ, ,o ,k , ,,,B&SOC2015-10-13,,
獨, ,,dˤ, ,o ,k , ,,,B&SOC2015-10-13,,
櫝, ,,lˤ, ,o ,k , ,,,B&SOC2015-10-13,,
牘, ,,lˤ, ,o ,k , ,,,B&SOC2015-10-13,,
犢, ,,lˤ, ,o ,k , ,,,B&SOC2015-10-13,,
裻,,,sˤ, ,u ,k , ,,,B&SOC2015-10-13,,
裻, ,,tˤ, ,u ,k , ,,,B&SOC2015-10-13,,
篤, ,,tˤ, ,u ,k , ,,,B&SOC2015-10-13,,
賭,mə- ,,tˤ, ,a , ,ʔ ,,,B&SOC2015-10-13,,
堵, ,,tˤ, ,a , ,ʔ ,,,B&SOC2015-10-13,,
堵, ,,tˤ, ,a , ,ʔ ,,,B&SOC2015-10-13,,
睹, ,,tˤ, ,a , ,ʔ ,,,B&SOC2015-10-13,,
肚, ,,tˤ, ,a , ,ʔ ,,,B&SOC2015-10-13,,
肚,m- ,,tˤ, ,a , ,ʔ ,,,B&SOC2015-10-13,,
度, ,,dˤ, ,a ,k ,,s ,,B&SOC2015-10-13,,
